date,location,IP address,action,interaction,duration,downtime
2021-06-26,"7768 David Motorway
Turnerburgh, KY 72449",5.69.246.60,product search,click,49.58,5.01
2021-05-04,"1195 Taylor Manors Apt. 618
Staceybury, OH 41542",138.255.142.184,search results,bounce,81.9,94.17
2021-06-23,"7835 Brittany Extension
East Aliciaton, ID 31620",223.130.12.228,business profile view,click,58.95,41.09
2021-06-13,"72867 Amy View
Tamarastad, IA 40618",213.60.237.227,user logout,logged out,18.25,4.98
2021-04-07,"32720 Brown Extension
Lake Stephanie, CT 65396",192.41.94.5,user login,click,79.91,82.3
2021-05-03,"32851 Andrew Motorway
North Angelica, MA 94760",141.7.37.74,API call,500 request,80.1,27.87
2021-06-12,"959 Jennifer Walk
Richardbury, NH 68464",177.224.99.199,API call,201 request,66.14,35.2
2021-07-02,"986 Jenkins Park
Port Louisland, ID 39494",26.172.246.235,API call,200 request,31.78,71.95
2021-06-13,"22191 Stewart Lights Suite 064
North Karenview, MA 18326",44.179.93.238,API call,200 request,18.3,19.33
2021-04-11,"128 Stefanie Rest
South Christietown, MA 94831",202.2.17.35,API call,200 request,75.65,0.22
2021-06-08,"8365 Cox Drive
Walkertown, IN 81064",191.218.0.252,unauthorised request,user does not have access,66.72,41.2
2021-05-03,"731 Alvarado Stravenue Apt. 158
North Alejandrostad, LA 13038",203.151.211.214,user logout,logged out,45.47,1.58
2021-05-11,"1937 Gray Passage
Lake Carolynmouth, ND 97778",3.99.203.155,purchase,purchase complete,19.21,24.54
2021-06-15,"81978 Corey Estates
Port Josebury, MS 96821",184.185.16.119,user logout,logged out,41.59,57.82
2021-06-01,"PSC 8264, Box 6187
APO AA 15988",49.64.63.53,user logout,dorment,91,58.42
2021-05-26,"0645 Bullock Falls
New Sharonbury, FL 13717",17.212.232.202,recommendation,click,84.18,95.81
2021-04-15,"1655 Rivera Drives
Mcgeehaven, NJ 35933",183.251.27.159,account,reset details,77.64,75.81
2021-06-02,"7296 Moore Key
Hurleyshire, KY 23225",214.217.67.225,forum chat,chat message reported,26.54,10.14
2021-04-09,"631 Dixon Glen
Jeffreyborough, NJ 62215",203.160.39.248,payment,abandon,34.02,89.86
2021-05-28,"47171 Nicholas Mills
Lake Gabrieltown, NJ 12279",69.108.8.68,search results,bounce,22.11,14.82
2021-05-18,"38578 Rivera Fords Apt. 891
Port Kaylee, OH 65906",116.13.195.193,user login,bounce,86.05,69.38
2021-06-20,"14756 Thompson Mill
West Ryantown, OK 02657",192.226.100.58,SSH,SSH request accepted,66.55,56.52
2021-04-08,"5428 King Summit Apt. 932
Hunterville, MA 06071",132.60.144.146,search results,dorment,94.71,50.19
2021-06-27,"7221 Walters Walk
Port Brian, AR 64202",161.25.195.178,unauthorised request,password error,22.29,14.35
2021-05-20,"6329 Rogers Rue Apt. 034
Lake Erikmouth, AR 44851",103.169.22.47,user login,dorment,18.17,22.05
2021-04-06,"77528 Jennifer Burgs Apt. 405
South Laura, IL 11316",203.110.214.9,product search,click,80.59,76.85
2021-05-01,"260 Pamela Hollow
Williechester, WI 73186",126.68.101.99,user login,refresh,74.58,63.17
2021-06-13,"14249 Morris Highway
South Colleen, ND 96194",186.197.145.144,business profile view,scroll,98.97,57.84
2021-06-15,"95670 Rebecca Parkway Suite 408
Morrisfurt, RI 32665",146.231.220.73,product search,type,72.43,66.26
2021-05-26,"PSC 3963, Box 3280
APO AP 35704",129.248.197.8,product search,type,28.12,16.17
2021-06-18,"35123 Sabrina Freeway
Jenningston, CO 96917",53.9.221.44,purchase,dorment,76.44,1.29
2021-04-25,"4060 Julie Lodge Suite 370
North Randy, VT 03841",200.26.84.243,payment,abandon,28.97,19.45
2021-06-03,"11875 Barbara Valley Suite 655
Perryton, TX 33797",187.77.52.198,admin logon,refresh,77.58,91.1
2021-04-21,"1908 Mitchell Vista Apt. 179
East Johnhaven, CT 50950",74.119.64.131,recommendation,dismiss,68.19,33.65
2021-04-13,"33655 Holly Square Apt. 204
East Donshire, WI 29422",222.29.70.58,user logout,click,75.23,25.53
2021-04-08,"2203 Molina Ranch Suite 920
South Pamela, LA 44090",67.219.75.39,admin logon,dorment,92.23,42.65
2021-06-11,"435 Adam Walk
Rogersview, GA 69439",183.139.203.69,recommendation,click,10.91,18.42
2021-05-25,"99584 Barrera Court
West Larry, CA 24811",197.90.241.108,API call,500 request,81.31,32
2021-05-15,"822 Ferguson Village Suite 658
New Jackfurt, TX 30924",38.53.178.173,user signup,dorment,5.15,2.93
2021-05-12,"9922 Erickson Isle Apt. 665
Davidside, CA 44250",11.84.151.31,user login,click,20.52,17.22
2021-04-29,"59821 Samantha Light Suite 086
Port Robert, LA 75661",122.227.3.202,forum chat,bounce,94.75,11.35
2021-06-15,"1388 Meyer Lake
New Gary, MO 87064",47.210.136.225,API call,500 request,76.9,44.43
2021-06-14,"747 Lopez Garden
Thomasborough, MS 36565",134.77.169.132,purchase,click,45.42,53.53
2021-05-23,"923 Diane Roads Apt. 054
New Stephaniestad, GA 71704",129.63.14.149,purchase,refresh,35.05,48.39
2021-05-15,"6015 Smith Divide
East Briana, NV 20548",58.195.132.81,API call,201 request,4.26,1.59
2021-04-11,"6820 Williams Fords Apt. 687
Hansenside, CO 81869",204.130.97.25,recommendation,see more,38.02,78.97
2021-06-10,"51891 Herman Wall Apt. 677
North Alexandria, DC 60356",192.38.189.172,user signup,dorment,76.64,98.3
2021-06-28,"15979 Warren Grove Suite 731
Turnerborough, IL 67694",154.169.190.117,payment,enter details,79,45.89
2021-06-24,"280 Jonathan Falls
Tiffanystad, AZ 41974",193.182.96.56,forum chat,chat message sent,32.1,6.53
2021-06-02,"1768 George Green Apt. 402
Deborahside, NM 09593",129.252.147.186,purchase,dorment,11.8,16.82
2021-04-08,"66922 Green Village Apt. 006
Lopezberg, MT 21930",195.81.64.185,admin logon,dorment,29.41,17.58
2021-04-09,"38479 Harvey Extensions Suite 261
Wesleyport, NE 02690",143.156.190.188,SSH,SSH tunnel requested,62.2,92.64
2021-05-04,"45910 Conley Locks
North Jerryside, MO 99784",190.183.100.142,recommendation,click,16.49,5.73
2021-06-23,"096 Anita Views Suite 302
Hammondtown, IL 24768",195.42.67.62,user login,dorment,18.07,6.36
2021-06-29,"51695 Jason Crossroad
Joshuashire, DC 58823",211.147.230.229,user signup,click,12.5,3.52
2021-05-12,"USNS Wilson
FPO AP 42843",121.254.148.134,user login,bounce,92.97,75.6
2021-04-14,"307 Payne Camp
Crystalfurt, MS 44998",221.237.11.170,SSH,SSH tunnel created,81.87,20.21
2021-05-09,"898 Farmer Mall Suite 902
Port Lauren, RI 38658",158.175.228.66,product search,type,12.25,27.13
2021-04-27,"6565 Hall Isle Apt. 909
New Joyce, MA 99853",1.236.97.104,user signup,click,10.78,15.6
2021-05-11,"512 Ryan Drive Suite 318
Port Michael, DE 25883",116.181.192.214,user signup,refresh,19.57,23.75
2021-04-06,"34397 Fleming Common Apt. 838
East Janice, OR 08828",44.112.15.255,purchase,click,1.85,0
2021-05-25,"USS Sanders
FPO AA 51745",223.10.13.142,API call,201 request,7.37,0.12
2021-05-07,"339 Justin Burgs
Bushport, LA 30321",146.20.174.193,API call,200 request,48.29,44.58
2021-06-30,"87259 Monica Course Suite 957
South Victoriaville, IL 33360",5.21.27.2,user signup,click,36.28,32.64
2021-05-21,"91552 Mclaughlin Plaza Suite 210
Lanebury, MT 71412",214.54.132.219,API call,201 request,9.86,0.97
2021-04-22,"31281 Bridget Plains Apt. 156
Williamhaven, ME 26264",29.1.4.126,business profile view,click,29.25,10.36
2021-05-12,"1444 Cruz Shores Suite 587
Port Kayla, WA 39755",39.68.58.45,admin logon,click,31.92,80.18
2021-06-01,"853 Emily Summit
Markland, MS 57325",97.18.221.191,payment,bounce,69.78,28.02
2021-06-19,"318 Daniels Square
North Debbie, CA 01928",217.236.70.177,account,update details,11.29,11.98
2021-06-21,"372 Rich Views Suite 824
Reevesfort, AL 56795",195.46.60.17,SSH,SSH tunnel created,88.75,33.32
2021-04-24,"24588 Richard Spur Apt. 037
Dennisport, IN 65435",157.161.23.249,unauthorised request,click,51.17,52.72
2021-05-30,"115 Nicholas Freeway Apt. 415
Kennethfort, TN 89326",166.6.60.3,user signup,click,51.42,45.95
2021-06-22,"70754 Kevin Valley
Jessicaville, WV 20605",17.196.246.180,forum chat,click,42.02,8.33
2021-06-18,"557 Makayla Cliffs
East Colton, MS 75493",210.232.82.125,account,reset details,37.46,35.79
2021-04-09,"2787 Sean Glens Suite 192
Paulport, AZ 30304",204.57.157.142,SSH,SSH request denied,52.86,30.99
2021-06-03,"8467 Shawn Crossroad Apt. 340
Matthewside, AK 72464",145.234.128.226,user login,logged in,60.91,71.68
2021-04-22,"616 Paige Motorway Apt. 571
Rachelhaven, NV 94695",68.28.249.175,SSH,SSH request accepted,22.43,7.7
2021-05-01,"6662 Betty Burg
Williamsonchester, GA 91837",126.6.172.180,unauthorised request,password error,13.91,17.03
2021-05-12,"57924 Patricia Shore Suite 228
New Thomas, PA 98994",219.251.135.54,user login,bounce,29.77,15.23
2021-06-25,"03578 Morales Causeway Apt. 898
Robertland, KS 38987",139.63.125.6,account,reset details,74.27,90.24
2021-06-28,"4883 Thomas Spurs Suite 609
New Donnaton, NC 37168",1.24.130.253,API call,500 request,24.23,0.49
2021-04-25,"4966 Petty Street Suite 086
East Craig, WI 16930",43.65.48.202,hack attempt,XSS,70.05,95.03
2021-06-12,"1181 Marks Orchard
Port Thomas, CO 76893",135.254.58.89,account,view settings,1.94,0
2021-06-10,"07176 Jones Mills
New Corystad, AK 96560",175.199.64.87,API call,201 request,39.31,52.24
2021-04-06,"395 Hernandez Common
New Rhondafurt, TN 99930",30.80.210.20,admin logon,refresh,71.53,70.22
2021-04-06,"991 Carrillo Pine
Lake Josephfurt, CA 58307",134.215.165.212,SSH,SSH request accepted,41.4,90.38
2021-06-30,"49707 Andrews Spurs Apt. 124
Tanyafurt, IN 77856",119.27.166.38,user signup,signed up,34.7,81.55
2021-04-26,"8270 William Drives
Geraldshire, FL 17418",20.179.56.77,recommendation,refresh,16.37,11.86
2021-06-09,"846 Rebecca Trafficway Apt. 486
Port Linda, NC 92421",202.76.4.146,user logout,click,18.91,26.65
2021-07-05,"52517 Jeremy Spring
Jamesmouth, MA 32881",177.35.200.23,SSH,SSH tunnel created,13.98,6.35
2021-05-25,"2322 Pineda Course Suite 809
Luistown, UT 40532",143.155.36.145,unauthorised request,click,12.68,1.18
2021-05-25,"28385 Tyrone Shoal Suite 155
Lake Julie, MA 26455",194.205.83.244,API call,500 request,96.97,1.01
2021-06-16,"05245 Parker Mills Apt. 198
South Colinview, NH 58354",11.204.49.132,recommendation,click,92.55,82.63
2021-04-10,"USS Shields
FPO AP 24266",158.9.216.16,purchase,purchase complete,14.37,27.08
2021-05-15,"3343 Foster Hills Suite 523
Perezchester, OR 05729",209.63.226.74,account,reset details,64.83,78.22
2021-04-20,"266 Alexandra Green Suite 863
East Chris, CT 19285",207.134.25.17,forum chat,user reported,8.43,0.36
2021-06-27,"4798 Myers Rue
Port Michaelmouth, LA 32262",208.163.26.156,product search,click,34.92,2.1
2021-06-18,"11531 Adam Corners Apt. 129
Lake Josephstad, MO 95735",218.11.83.126,admin logon,bounce,78.31,32.1
2021-06-18,"98376 Christopher Knoll Apt. 640
Bonniechester, AR 93214",51.67.117.46,user login,logged in,65.32,51.46
2021-06-20,"05673 Daniel Stravenue Apt. 030
Everetttown, NV 44616",216.189.142.88,payment,new payment method added,43.84,25.64
2021-06-23,"26753 Zavala River
Jamestown, MA 66978",168.244.107.220,forum chat,bounce,43.99,79.04
2021-06-06,"52426 Madden Course
West Briannatown, ND 75016",156.195.18.181,user signup,bounce,92.46,59.97
2021-04-10,"42701 Kathy Plaza Suite 625
Bishopside, RI 45737",202.25.13.79,forum chat,bounce,83.94,0.38
2021-06-14,"9887 Amy Drive Suite 385
Lake Cole, MN 11357",148.4.65.132,hack attempt,XSS,79.59,23.6
2021-06-03,"8023 Sara Green
Flynnburgh, ND 55266",188.93.198.129,product search,click,67.19,74.11
2021-06-04,"7358 Davila Camp
Patelfort, SC 56387",199.98.183.94,forum chat,chat message reported,17.79,7.85
2021-05-17,"296 Christopher Mews Apt. 616
East Carol, ND 23755",18.171.238.171,SSH,SSH request accepted,24.01,25.9
2021-04-23,"638 Dylan Isle Suite 030
New Dianeton, WY 46366",46.126.193.28,forum chat,user reported,50.79,23.51
2021-04-09,"104 Davis Garden
South Paultown, HI 13768",217.31.138.250,user logout,logged out,68.21,84.48
2021-04-20,"89180 Morrow Canyon
Jackbury, ID 39346",96.59.33.17,user logout,dorment,34.26,10.67
2021-05-27,"9999 Cabrera Port
Andrewfurt, ND 85858",191.221.160.140,user logout,dorment,32,57.49
2021-04-09,"7761 Baker Unions Suite 204
Atkinsonstad, MO 62585",103.29.36.75,product search,click,29.9,24.7
2021-06-10,"7762 Helen Streets
Kellyfurt, WV 46272",208.53.104.172,user signup,refresh,22.77,3.22
2021-04-13,"452 Barber Crossroad Apt. 009
East Jessica, IA 17507",158.172.52.188,admin logon,bounce,58.75,84.62
2021-06-02,"356 Harris View Suite 273
Wattsview, VA 45707",204.145.185.169,recommendation,see more,29.42,5.87
2021-05-04,"68576 Nicholas Dam
North Tyler, NC 33383",131.220.7.78,purchase,purchase complete,26.43,24.31
2021-05-29,"94502 Frank Place
North Jacob, MS 68804",159.91.166.83,search results,bounce,91.09,28.71
2021-06-19,"037 Parker Lock Apt. 020
Espinozafort, PA 89589",192.191.255.106,product search,type,6.1,2.5
2021-06-14,"75314 Campbell Tunnel Apt. 001
Jonesburgh, DC 85972",98.176.127.91,unauthorised request,requesting unavailable resources,33.1,34.62
2021-04-06,"137 Robert Land
South Nancyfort, CA 54686",156.213.242.137,SSH,SSH tunnel requested,56.91,60.84
2021-05-14,"12893 Garza Bridge
Williamsborough, PA 30511",63.63.239.118,account,view settings,29.26,11.56
2021-04-10,"6971 Mack Cliffs
Lake Christina, IL 38091",108.137.205.111,user logout,refresh,35.62,55.02
2021-04-07,"98719 Howard Turnpike
West Johnfurt, NC 46811",87.102.185.126,search results,click,2.06,0
2021-05-09,"01913 Regina Gardens Apt. 396
Danielborough, NY 09350",38.111.135.16,product search,type,15.08,9.24
2021-05-16,"694 Lam Place
Belindatown, CO 07166",200.107.109.0,search results,new search,6.12,3.3
2021-04-21,"47430 Gonzalez Turnpike
Jeffreyshire, DE 51121",201.84.183.58,user signup,signed up,96.62,14.67
2021-04-09,"021 Garrett Way
Christinefort, ID 02544",143.82.102.161,user login,click,62.57,5.52
2021-05-16,"121 Amanda Ferry
North Candice, WY 55111",168.185.248.2,admin logon,refresh,78.78,44.82
2021-06-24,"81343 Lindsey Gateway Suite 679
Robinsonmouth, NM 80388",212.32.131.155,recommendation,click,26.82,2.1
2021-04-17,"36520 Wilson Lodge Apt. 304
Barrettside, NV 74880",209.143.104.180,admin logon,refresh,75.57,77.64
2021-05-09,"69117 Cruz Pass
East Elijah, NE 71315",197.35.211.233,purchase,dorment,58.02,73.26
2021-05-08,"8507 Pruitt Rapids Suite 422
North Aaronmouth, ND 60163",209.246.214.249,admin logon,dorment,96.38,75.63
2021-07-01,"USNV Kline
FPO AP 28148",52.6.180.26,SSH,SSH request accepted,82.23,95.63
2021-06-26,"208 Yesenia Harbors
Melendezmouth, MA 61316",165.146.143.80,hack attempt,DDoS attempt,33.81,23.9
2021-06-20,"6957 Lindsay Cliffs
New Catherine, OR 48226",196.119.82.114,business profile view,dorment,96.42,88.14
2021-04-16,"75824 Brittany Parkway
West Davidchester, IN 83172",215.203.55.113,account,view settings,50.47,76.32
2021-05-27,"370 Trevor Spurs
Jacksonport, OK 33623",196.6.175.174,hack attempt,SQL injection,73.79,96.97
2021-06-03,"86743 Linda Lodge
South Thomas, MD 63129",197.68.57.21,recommendation,refresh,0.29,0
2021-06-22,"4581 John Dam Suite 923
Port Craigbury, WY 38246",211.134.12.239,unauthorised request,user does not have access,46.68,83.87
2021-05-16,"890 Lucas Light Suite 256
New Jasontown, OR 27729",207.109.26.79,API call,201 request,94.35,90.86
2021-06-16,"290 Brett Prairie Suite 561
Port Jefffurt, VA 73561",6.227.211.27,payment,new payment method added,30.45,80.54
2021-04-14,"USNS Edwards
FPO AP 73679",79.50.222.169,admin logon,dorment,26.66,7.71
2021-06-15,"226 Reyes Hills
New Rodney, IA 65773",199.93.224.169,hack attempt,XSS,12.77,8.98
2021-04-10,"221 Wilkerson Ports Apt. 078
Brianhaven, NH 12490",115.249.57.10,unauthorised request,password error,6.21,0.81
2021-04-17,"7446 Darren Stravenue
North Scottchester, WA 36025",90.75.235.90,hack attempt,SQL injection,45.57,51.08
2021-04-11,"0523 Davis Extensions
Davidland, CT 98682",166.206.200.42,SSH,SSH request denied,72.72,94.72
2021-06-30,"85178 Odonnell Bridge
Hansonshire, MO 57716",188.213.164.151,search results,new search,59.83,2.61
2021-05-22,"587 Barbara Plaza
New Juliefurt, MD 31514",155.87.24.64,payment,payment not accepted,2.82,0
2021-06-28,"56932 Ryan Forks Apt. 741
Joshuamouth, SD 23025",90.14.190.173,account,view settings,45.93,29.08
2021-05-25,"6258 Davis Lake Apt. 062
West Aaronchester, NC 37217",15.213.31.120,hack attempt,XSS,58.75,15.48
2021-04-19,"478 Holly Manors
Stevenport, OR 27226",206.252.26.136,forum chat,refresh,92.38,86.4
2021-06-20,"1648 Tina Square
Lindafurt, ND 01783",93.76.215.3,unauthorised request,requesting unavailable resources,62.99,78.81
2021-06-11,"36148 Yates Ridges Apt. 947
South Cindytown, IA 53301",196.116.195.50,payment,bounce,89.87,9.06
2021-04-18,"5347 Farley Parks
Christopherville, KY 58713",218.190.87.253,purchase,dorment,9.57,0.98
2021-04-24,"505 Lewis Rapid
Williamschester, KS 31994",113.83.216.210,user signup,refresh,85.3,32.72
2021-04-08,"73949 Theresa Flats
Dennisfort, CO 98641",161.126.60.189,purchase,purchase complete,56.85,82.47
2021-04-27,"36853 Jennifer Crescent Apt. 304
Whitneyfurt, UT 63147",96.190.146.168,product search,type,1.05,0
2021-06-08,"5565 Kristina Village
Mccannchester, AR 04946",139.123.104.150,SSH,SSH request denied,92.06,0.25
2021-06-18,"145 Lauren Lock Suite 622
South Brian, ME 11599",216.35.208.86,unauthorised request,password error,1.41,0
2021-04-29,"66420 Underwood Tunnel
Millerborough, SC 10008",156.104.70.111,API call,200 request,53.72,78.98
2021-06-05,"50095 Love Camp Apt. 451
South Seanville, NV 69893",142.220.242.196,forum chat,dorment,3.32,0.91
2021-06-15,"763 Robbins River Apt. 720
Katiemouth, NE 90901",53.150.92.90,business profile view,scroll,95.83,49.86
2021-04-11,"755 Anthony Drive
Juliamouth, MT 94709",214.232.113.56,SSH,SSH request denied,70.46,43.62
2021-04-28,"330 Brown Course
Lake Amy, LA 73455",194.69.212.106,unauthorised request,password error,26.38,23.82
2021-06-15,"63715 Keith Forks
East Gailmouth, MS 34489",211.134.127.187,API call,500 request,81.18,82.46
2021-06-17,"87606 Tiffany Fork
West Peter, MA 01639",59.42.126.154,user logout,refresh,22.55,18.74
2021-07-03,"9642 Jessica Mills Suite 540
Markberg, MS 48084",219.94.205.61,SSH,SSH request accepted,77.27,13.16
2021-06-30,"497 Holly Groves Suite 127
Mcdanielton, WV 40474",126.210.147.66,recommendation,refresh,36.99,25.54
2021-04-22,"0666 Ashley Bypass Suite 670
Lisabury, DE 52697",151.109.166.181,search results,dorment,86.57,17.13
2021-07-01,"USCGC Rosario
FPO AE 29657",206.183.66.245,business profile view,dorment,98.47,83.44
2021-06-03,"57718 Wright Fall
West Paul, MT 92187",144.251.203.111,payment,bounce,58,31.95
2021-04-13,"1978 Tracy Gardens Suite 438
Schmidthaven, MN 50165",213.244.81.178,purchase,click,93.6,73.4
2021-05-20,"Unit 7140 Box 7508
DPO AA 89092",165.241.202.102,product search,click,44.41,64.03
2021-05-19,"Unit 2858 Box 3518
DPO AE 21354",15.99.143.27,admin logon,refresh,48.67,10.18
2021-05-28,"Unit 5986 Box 9997
DPO AP 94464",202.142.235.227,payment,abandon,62.94,20.14
2021-05-21,"9978 Cook Burgs Suite 525
Danielton, KS 89313",177.29.42.128,forum chat,refresh,44.14,87.69
2021-06-01,"USCGC Smith
FPO AA 69664",32.114.153.30,unauthorised request,password error,14.41,20.77
2021-04-20,"960 Maria Locks
Lake Anna, PA 92545",219.222.7.107,user logout,bounce,10.92,13.76
